Site,Date,Time,Temp.,Sal.,Depth (cm),Turb. (NTU),CDOM
19,2/26/2020,1435,27.1,35.6,93,4.4,36
31,5/27/2020,1455,33.1,33.3,95,11.4,135
43,5/27/2020,1527,31.9,19.7,80,22.6,87
24,5/27/2020,1648,32.1,19.9,90,26.2,124
34,5/27/2020,1410,33.2,31.5,88,5.8,145
44,5/27/2020,1545,32.0,19.7,85,24.0,87
35,5/27/2020,1424,31.30,32.2,99,13.3,127
27,5/27/2020,1626,31.1,21.9,158,20.4,116
28,5/27/2020,1657,31.4,19.3,143,22.1,130
29,5/27/2020,1608,32.5,35.3,112,13.1,103
